nome,cpf,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao,rua,bairro,cep,cidade
Evelyn Nunes,860.***.***-86,60,1963-04-13,Goiás,9251.99,Ensino Superior,0,Divorciado,12,Educação,"Largo Emanuella Aragão, 67",Vila União,34538-457,Moraes 
João Vitor Pinto,910.***.***-60,20,2004-03-29,Pará,5011.15,Ensino Médio,1,Divorciado,1,Educação,"Residencial Ana Beatriz Vieira, 400",Vila Independencia 3ª Seção,39464-669,Lopes 
Emanuella Barbosa,514.***.***-32,57,1966-10-11,Piauí,2268.99,Ensino Fundamental,0,Casado,4,Indústria,"Pátio Silveira, 60",Mangabeiras,55559-613,da Cruz 
Ana Júlia Gomes,159.***.***-67,37,1986-05-18,Maranhão,11934.9,Ensino Superior,1,Solteiro,4,Saúde,"Trevo Lopes, 8",São Marcos,49989-930,Duarte 
Laura Cardoso,257.***.***-34,20,2004-02-12,Mato Grosso,7013.49,Ensino Médio,0,Casado,1,Saúde,"Alameda Cardoso, 236",Antonio Ribeiro De Abreu 1ª Seção,59706-219,Ferreira 
Sr. Anthony Vieira,589.***.***-15,22,2001-09-19,Acre,5828.59,Ensino Médio,0,Casado,1,Saúde,"Esplanada Olivia Rezende, 11",Barreiro,97419-862,Ribeiro de Lima 
Camila Almeida,584.***.***-08,23,2000-06-04,Amapá,7998.11,Ensino Médio,1,Solteiro,4,Tecnologia,"Praia da Rosa, 289",Santa Maria,49980-628,Melo do Oeste 
Dra. Clara Moraes,351.***.***-82,27,1997-02-16,Espírito Santo,3198.85,Ensino Médio,2,Viúvo,0,Educação,"Trevo de Novaes, 63",Unidas,86133-018,Porto da Mata 
Mariane Rezende,561.***.***-80,27,1996-08-16,Paraíba,5790.96,Ensino Médio,0,Casado,3,Saúde,"Fazenda da Paz, 2",Confisco,61276-712,Vieira do Sul 
Ana Correia,384.***.***-17,19,2004-12-27,Rio Grande do Sul,3395.94,Ensino Fundamental,1,Divorciado,0,Indústria,"Distrito Carvalho, 50",Dom Joaquim,31008-280,Pereira 
Agatha Peixoto,964.***.***-69,21,2002-05-31,Rio Grande do Sul,6460.48,Ensino Médio,0,Casado,1,Saúde,"Estrada Aragão, 13",Leticia,71516-772,Pereira de Viana 
Yuri da Mota,850.***.***-68,48,1975-11-24,Tocantins,9247.37,Ensino Médio,1,Casado,7,Tecnologia,Condomínio Barbosa,Vila Do Pombal,59156-917,Campos 
Bianca Campos,287.***.***-09,33,1990-07-14,Rio de Janeiro,8614.97,Ensino Superior,1,Casado,3,Tecnologia,"Recanto Rezende, 4",São Damião,19253-399,Souza de Goiás 
Mariane Castro,712.***.***-23,29,1995-02-25,Pernambuco,4712.63,Ensino Médio,4,Solteiro,2,Educação,Alameda de Cardoso,Vila Jardim São José,14977-454,Teixeira 
Juliana da Cunha,753.***.***-19,45,1978-05-08,Sergipe,5839.54,Ensino Médio,2,Casado,11,Indústria,"Loteamento de Sales, 22",Vila Nova Cachoeirinha 1ª Seção,73566-732,Farias da Serra 
Davi Luiz Cardoso,946.***.***-20,25,1998-12-21,Ceará,5902.69,Ensino Médio,1,Solteiro,6,Saúde,"Área de Cunha, 71",Vila Petropolis,34132-874,Cavalcanti de Goiás 
Bianca Nogueira,071.***.***-68,25,1999-02-17,Rondônia,10524.75,Pós-graduação,1,Casado,5,Educação,"Rua de Pereira, 68",Boa Esperança,43172-394,Araújo 
Dra. Vitória Castro,032.***.***-62,59,1964-06-10,Sergipe,5487.74,Ensino Fundamental,0,Solteiro,28,Indústria,"Condomínio Davi Luiz da Mata, 4",Vila Jardim Montanhes,32814-758,Nascimento 
João Pedro Araújo,184.***.***-46,20,2003-04-15,Mato Grosso,1554.96,Ensino Fundamental,1,Casado,0,Educação,"Praça de Rodrigues, 59",Bernadete,20414-646,Araújo 
Ana Carolina Farias,574.***.***-14,48,1975-09-10,Acre,3027.64,Ensino Médio,0,Casado,8,Educação,"Praia Ana Beatriz Freitas, 16",Vila São Gabriel Jacui,18184-468,das Neves do Campo 
Srta. Evelyn Azevedo,832.***.***-55,54,1969-06-20,Amapá,5067.61,Ensino Médio,2,Casado,8,Comércio,"Residencial Cunha, 194",São João Batista,56970-189,Vieira das Pedras 
Thomas Cavalcanti,172.***.***-68,48,1976-02-12,Espírito Santo,10777.26,Ensino Superior,0,Casado,9,Tecnologia,"Praia de Rezende, 7",Pedreira Padro Lopes,77410-746,Sales 
Rafael Costela,905.***.***-25,49,1974-06-24,Ceará,8712.65,Ensino Médio,0,Casado,15,Tecnologia,Colônia Juan Monteiro,Conjunto Bonsucesso,42837-537,Costa 
Stella Teixeira,701.***.***-23,27,1997-02-05,Alagoas,3815.78,Ensino Fundamental,0,Casado,8,Comércio,"Pátio de Moreira, 64",Vila Satélite,61721-162,da Luz 
Maria Julia Sales,608.***.***-00,46,1978-03-27,Rio Grande do Sul,8210.78,Ensino Médio,1,Casado,1,Tecnologia,"Estação Ribeiro, 49",Vila Antena Montanhês,89735-949,Araújo da Praia 
Enzo Teixeira,690.***.***-85,45,1979-03-08,São Paulo,10628.47,Ensino Médio,1,Divorciado,27,Saúde,"Esplanada Barbosa, 8",Copacabana,33111-336,Carvalho 
Daniela Oliveira,365.***.***-74,87,1936-10-12,Distrito Federal,4274.69,Ensino Médio,3,Solteiro,9,Indústria,"Vale Anthony da Mota, 217",Vila Santa Monica 1ª Seção,33624-918,Nunes dos Dourados 
Diogo Araújo,583.***.***-14,79,1944-07-15,Tocantins,8734.09,Ensino Médio,2,Casado,47,Saúde,"Núcleo Lara Porto, 20",Carlos Prates,11789-239,Souza do Galho 
Nicolas Ferreira,795.***.***-74,35,1988-05-15,Pernambuco,7233.16,Ensino Médio,1,Casado,7,Educação,"Rua Aragão, 63",Vila Santa Rosa,19414-051,da Costa 
Dr. Thiago Nogueira,597.***.***-12,55,1968-09-29,Rio Grande do Sul,6764.265822019516,Ensino Fundamental,1,Casado,1,Indústria,"Viela da Mata, 38",Vila Maria,32501-939,das Neves da Prata 
Yago Lima,980.***.***-12,19,2004-06-09,Paraíba,3964.75,Ensino Médio,1,Solteiro,1,Educação,"Rodovia das Neves, 871",Braúnas,42744-487,Araújo 
Pedro Santos,604.***.***-49,26,1997-11-09,Rio Grande do Sul,4405.22,Ensino Médio,1,Solteiro,4,Indústria,"Estação Eloah da Conceição, 33",São Tomaz,98863-301,Nascimento do Galho 
Milena Rodrigues,754.***.***-07,46,1977-10-11,Tocantins,6254.28,Ensino Médio,0,Solteiro,28,Comércio,Aeroporto Azevedo,Vila Nova Gameleira 3ª Seção,97894-401,Cardoso das Pedras 
João Guilherme Castro,963.***.***-13,44,1979-08-22,Ceará,8158.07,Ensino Superior,1,Casado,23,Indústria,"Feira de Nunes, 6",Santa Amelia,12461-914,Dias do Galho 
Cecília Farias,819.***.***-37,20,2003-05-26,Amapá,6386.3,Ensino Médio,2,Casado,0,Saúde,"Conjunto de Monteiro, 505",Pilar,85542-072,da Paz 
Marcela Barbosa,475.***.***-47,44,1979-07-31,Goiás,7606.54,Ensino Médio,1,Casado,12,Educação,"Vereda Vinicius Cardoso, 81",Beira Linha,74249-200,Cardoso do Sul 
Levi da Cruz,365.***.***-64,40,1983-11-12,Sergipe,6368.2,Ensino Médio,0,Casado,7,Educação,Praça de Santos,Aarão Reis,15067-640,Souza de Goiás 
Pedro Lucas Araújo,786.***.***-22,38,1986-03-24,Bahia,10759.73,Ensino Superior,1,Casado,8,Comércio,"Residencial Ferreira, 116",Barão Homem De Melo 1ª Seção,06529-050,Cunha de da Cruz 
Thales Araújo,584.***.***-14,27,1997-02-01,Espírito Santo,6075.29,Ensino Médio,2,Casado,2,Comércio,"Campo de da Cunha, 72",Cruzeiro,40188-145,Santos 
Erick Melo,640.***.***-44,31,1993-02-13,Piauí,10678.52,Ensino Superior,1,Solteiro,2,Saúde,"Lago Araújo, 590",Suzana,79034-724,Azevedo 
Larissa Azevedo,261.***.***-16,85,1938-11-04,São Paulo,6123.1,Ensino Superior,0,Casado,5,Indústria,"Vale Vinicius da Cruz, 131",Baleia,58547-303,Correia 
Evelyn Santos,438.***.***-82,25,1999-02-27,Rondônia,5675.76,Ensino Superior,0,Casado,0,Saúde,"Área Danilo da Conceição, 73",Manacas,61016-720,da Mata Grande 
Murilo Viana,548.***.***-85,37,1987-04-09,Minas Gerais,4766.42,Ensino Superior,0,Casado,3,Comércio,"Vila Pinto, 500",Vila Nossa Senhora Do Rosário,08704-798,Cardoso de Ramos 
Isaac Almeida,698.***.***-37,53,1971-01-25,Rondônia,15914.09,Não informado,0,Não informado,19,Não informado,"Lago Silveira, 710",Jardim América,51808-123,Cunha do Oeste 
Mariane Moraes,914.***.***-60,60,1963-10-20,Acre,6764.265822019516,Ensino Médio,4,Solteiro,29,Saúde,"Vila Aragão, 146",Bonfim,39475-930,Cunha de Fogaça 
Antônio Araújo,802.***.***-10,58,1965-08-24,Amapá,9008.09,Ensino Médio,0,Solteiro,9,Comércio,"Travessa Heloísa da Costa, 56",Vila Bandeirantes,34976-754,Costa de Cardoso 
Luana Lopes,501.***.***-80,61,1963-03-20,Goiás,23332.12,Ensino Superior,3,Casado,30,Tecnologia,"Recanto de Almeida, 718",Goiania,03053-899,da Cruz de Sales 
Yago Rocha,385.***.***-57,26,1998-02-27,Ceará,5074.97,Ensino Médio,2,Casado,3,Indústria,"Avenida Maria Eduarda da Cruz, 1",Ernesto Nascimento,78010-535,Melo 
Vitória Novaes,856.***.***-07,40,1983-04-18,Amazonas,5534.45,Ensino Fundamental,0,Casado,14,Indústria,"Praça de Cavalcanti, 1",Leonina,68935-585,das Neves da Serra 
Luiz Miguel Moreira,349.***.***-05,77,1947-02-24,Rio Grande do Norte,5282.87,Ensino Médio,0,Casado,46,Indústria,"Residencial Nogueira, 49",Lagoinha,50500-622,Santos 
Dr. Diogo Castro,064.***.***-17,50,1974-03-16,Pernambuco,6630.85,Ensino Superior,0,Casado,6,Educação,"Favela de Mendes, 9",Belmonte,08925-882,Lima Verde 
Yuri Fernandes,486.***.***-00,73,1950-11-30,Paraíba,3767.82,Ensino Superior,1,Casado,27,Educação,"Distrito André Farias, 89",Santa Efigênia,75870-430,Martins das Pedras 
Gustavo Henrique Santos,247.***.***-13,49,1974-08-13,Rio de Janeiro,7125.04,Ensino Superior,1,Casado,12,Educação,"Vereda de Freitas, 435",Juliana,71739-842,Araújo 
Bruna Lima,964.***.***-66,47,1976-06-22,Tocantins,6678.4,Ensino Médio,1,Casado,8,Educação,Lagoa Porto,Universitário,74444-602,da Paz dos Dourados 
Benjamin Rocha,904.***.***-49,46,1977-08-10,Pará,18862.6,Pós-graduação,1,Casado,22,Indústria,"Conjunto de Rodrigues, 256",Santa Cruz,05529-012,da Rosa 
Lucas Gabriel Lopes,187.***.***-14,62,1961-12-08,Santa Catarina,7038.15,Ensino Médio,3,Casado,8,Indústria,"Viela Nascimento, 8",Dom Joaquim,40434-373,Barbosa de Moreira 
Theo Pereira,857.***.***-11,30,1993-10-22,Paraíba,4601.75,Ensino Médio,0,Casado,3,Indústria,Campo da Conceição,Pantanal,04607-258,Fogaça 
Erick da Conceição,371.***.***-48,44,1979-06-27,Sergipe,15467.37,Pós-graduação,0,Casado,13,Tecnologia,"Campo Luna Moura, 271",Conjunto São Francisco De Assis,70763-262,Ribeiro 
Emilly Silveira,867.***.***-26,37,1986-12-25,Rio de Janeiro,4462.65,Ensino Superior,0,Solteiro,4,Educação,Viela Maitê Costela,Beira Linha,28095-454,Oliveira 
Diogo Correia,320.***.***-15,49,1974-06-27,Mato Grosso,3907.82,Ensino Fundamental,0,Casado,25,Saúde,"Quadra de das Neves, 4",Horto Florestal,70857-215,Ramos Verde 
Sr. Lucas Gabriel Moreira,735.***.***-17,27,1996-11-28,Sergipe,3788.77,Ensino Médio,1,Casado,1,Comércio,"Estação Vicente Nogueira, 510",Alto Caiçaras,09943-235,Monteiro das Flores 
Enzo da Conceição,154.***.***-19,30,1993-09-28,Acre,3938.46,Ensino Fundamental,1,Divorciado,5,Indústria,"Largo de Barbosa, 2",Ernesto Nascimento,23499-935,Porto 
Otávio Sales,035.***.***-34,36,1987-07-27,Goiás,3628.61,Ensino Fundamental,2,Solteiro,6,Tecnologia,"Lago Fogaça, 39",Jardim Atlântico,92394-174,Ribeiro 
Lavínia Novaes,297.***.***-47,41,1982-12-01,São Paulo,8700.92,Ensino Médio,0,Casado,1,Tecnologia,Fazenda Luna Teixeira,Beira Linha,17424-673,da Conceição da Prata 
Dr. Gabriel Moraes,139.***.***-42,63,1960-05-16,Bahia,13953.1,Ensino Superior,0,Solteiro,19,Indústria,"Praça Rezende, 40",Vila Independencia 3ª Seção,81795-155,Jesus 
Sr. Davi Luiz Gomes,523.***.***-98,35,1989-02-08,Rio Grande do Norte,5194.69,Ensino Superior,3,Solteiro,4,Educação,"Parque Renan da Costa, 4",Maravilha,66141-587,da Rocha 
Rafaela Silva,935.***.***-25,45,1978-05-22,Espírito Santo,7310.48,Ensino Médio,2,Casado,21,Comércio,"Lago de Gonçalves, 45",Vila Tirol,47346-845,Cunha 
Julia Costa,397.***.***-16,30,1994-04-10,Santa Catarina,3219.52,Ensino Médio,1,Divorciado,4,Comércio,"Colônia da Cunha, 44",Independência,95484-361,Almeida 
Brenda Moura,916.***.***-95,42,1981-07-05,São Paulo,12444.26,Não informado,0,Não informado,2,Não informado,"Parque Brenda Ribeiro, 91",São Bento,92785-460,Oliveira 
Beatriz Fernandes,147.***.***-61,87,1936-07-12,Rio Grande do Norte,6311.22,Ensino Médio,0,Casado,39,Indústria,"Loteamento Silveira, 1",Custodinha,83203-426,Ramos de Pereira 
Otávio Freitas,062.***.***-16,60,1963-09-22,Paraíba,9206.88,Ensino Médio,1,Casado,17,Educação,"Recanto João Gabriel da Cruz, 9",Vila Madre Gertrudes 4ª Seção,09262-618,Ribeiro da Mata 
Lucas Gabriel Moreira,538.***.***-00,27,1996-07-08,Mato Grosso,6825.38,Ensino Médio,2,Solteiro,5,Comércio,"Quadra Correia, 66",Alípio De Melo,92256-472,Fernandes de Santos 
Dr. João da Paz,341.***.***-75,21,2002-10-02,Alagoas,2647.76,Ensino Fundamental,3,Divorciado,1,Saúde,"Praça Viana, 670",Bacurau,32360-067,Sales da Serra 
Srta. Ana Beatriz Barros,978.***.***-04,56,1967-11-16,Mato Grosso,4530.72,Ensino Médio,1,Solteiro,28,Educação,"Via Mariane Souza, 805",Vila Aeroporto Jaraguá,13626-646,Ferreira 
Dra. Sophia Sales,583.***.***-12,26,1997-10-31,Rondônia,7772.04,Ensino Médio,1,Casado,8,Indústria,"Morro Sofia Pereira, 31",Jardim Felicidade,26196-487,Farias 
Bianca da Rosa,369.***.***-61,36,1988-03-12,Amapá,5696.07,Ensino Médio,0,Solteiro,8,Indústria,Trecho Luiz Miguel da Rosa,Embaúbas,86798-029,da Rosa Verde 
Sra. Beatriz Freitas,962.***.***-12,56,1967-06-09,Bahia,10666.39,Ensino Médio,1,Solteiro,25,Comércio,"Setor de Nunes, 74",Lagoa,42931-078,Ribeiro do Galho 
Maria Eduarda Gomes,390.***.***-14,40,1983-12-18,Piauí,8374.63,Ensino Médio,0,Divorciado,19,Saúde,Vale Guilherme Moreira,Santo Agostinho,15040-266,Aragão 
Pedro da Rosa,032.***.***-80,58,1965-09-15,Amapá,10930.24,Ensino Superior,1,Casado,29,Tecnologia,"Fazenda Yago da Cunha, 55",São Jorge 3ª Seção,29252-698,Rocha de Lopes 
Ana Júlia Duarte,263.***.***-73,34,1989-04-16,Alagoas,11572.03,Ensino Médio,0,Solteiro,15,Tecnologia,"Colônia de Monteiro, 4",Funcionários,01680-360,Lopes Verde 
Davi Lucca da Paz,046.***.***-75,64,1959-05-30,Espírito Santo,6096.73,Ensino Fundamental,1,Casado,27,Indústria,"Distrito Moreira, 29",Venda Nova,48408-542,Rodrigues do Galho 
Yuri Pereira,019.***.***-42,48,1975-05-16,Bahia,8699.34,Ensino Médio,1,Casado,14,Indústria,"Residencial Rocha, 51",Ipiranga,99774-694,Castro da Praia 
Sr. João Vitor Costela,470.***.***-93,22,2002-03-09,Ceará,3095.41,Ensino Médio,0,Viúvo,3,Indústria,"Estrada Alves, 5",Conjunto Floramar,10001-243,da Cunha 
Lucas Gabriel Ramos,968.***.***-82,35,1989-01-21,Piauí,10922.81,Ensino Superior,0,Casado,6,Saúde,"Lago Martins, 62",Vila Paquetá,08104-733,Sales Verde 
Milena Rodrigues,436.***.***-84,46,1977-09-05,Amapá,9336.16,Ensino Médio,2,Casado,0,Tecnologia,"Vila de Moura, 30",Vila Mangueiras,88447-103,Pinto da Serra 
Heloísa da Conceição,582.***.***-90,61,1963-03-01,Roraima,4179.28,Ensino Fundamental,0,Casado,6,Comércio,"Sítio Silveira, 842",Universitário,98205-772,Lopes 
Pedro Gonçalves,598.***.***-74,48,1975-12-04,Paraíba,6513.66,Ensino Médio,2,Casado,2,Indústria,"Área Porto, 6",Piraja,41524-747,Lima 
Olivia Viana,267.***.***-37,21,2002-08-16,Rio Grande do Sul,8291.86,Pós-graduação,0,Casado,3,Tecnologia,"Ladeira da Mota, 28",Alto Dos Pinheiros,51666-252,Fogaça 
Yuri da Rocha,659.***.***-92,73,1950-10-08,Roraima,4822.26,Ensino Fundamental,3,Solteiro,10,Saúde,"Alameda de da Conceição, 72",Nossa Senhora Da Conceição,80114-745,Pires da Praia 
Olivia Jesus,249.***.***-03,28,1995-07-09,Paraná,4409.17,Ensino Médio,0,Casado,3,Educação,"Colônia Freitas, 64",Mineirão,98912-939,Novaes 
Ana Sophia Freitas,503.***.***-32,51,1972-09-15,Ceará,8380.93,Ensino Médio,1,Casado,12,Saúde,"Distrito Olivia Barros, 239",Vila Fumec,35419-137,Moreira de Minas 
Leandro Lopes,132.***.***-22,25,1998-11-07,Alagoas,5428.83,Ensino Médio,0,Casado,0,Indústria,"Condomínio Heloísa Porto, 3",Vila Santa Monica 2ª Seção,62507-192,Nogueira 
Isis Araújo,142.***.***-87,48,1976-01-10,Maranhão,10583.77,Ensino Médio,1,Casado,29,Indústria,"Esplanada Natália Rezende, 35",Cenaculo,99961-013,Peixoto da Praia 
Joaquim Nascimento,540.***.***-15,29,1994-11-17,Sergipe,3406.08,Ensino Fundamental,0,Solteiro,0,Educação,"Condomínio de Cavalcanti, 161",Carmo,92504-289,Nascimento 
Breno Moura,420.***.***-00,24,1999-05-10,Bahia,5322.95,Ensino Médio,0,Casado,3,Saúde,"Alameda de Oliveira, 399",Santa Branca,78331-137,Jesus de Cunha 
Noah Martins,289.***.***-47,21,2003-01-27,Amapá,7970.16,Pós-graduação,1,Casado,3,Saúde,Colônia Clarice Lopes,Boa União 2ª Seção,34360-403,Pereira 
Lavínia Almeida,918.***.***-10,26,1997-05-17,Bahia,2654.45,Ensino Fundamental,0,Solteiro,7,Indústria,"Pátio Juliana Moreira, 55",Camponesa 2ª Seção,55500-003,Rezende do Campo 
Sr. Renan Melo,378.***.***-48,26,1997-05-18,Acre,8384.18,Pós-graduação,0,Casado,3,Saúde,"Conjunto de Moraes, 145",São Damião,05588-731,da Cruz 
Lucas Gabriel Souza,501.***.***-59,21,2002-09-10,Pará,3548.84,Ensino Superior,3,Divorciado,2,Indústria,Trevo Laís da Luz,Tres Marias,26856-902,Jesus do Amparo 
Sra. Brenda Moraes,753.***.***-55,60,1963-10-11,Acre,3590.0,Ensino Fundamental,0,Casado,28,Indústria,"Colônia Isadora Nogueira, 1",Leonina,82250-060,Nogueira 
Thiago Alves,168.***.***-35,28,1995-08-29,São Paulo,6127.74,Ensino Médio,0,Casado,6,Comércio,"Trecho da Conceição, 98",Mineirão,81946-920,Lopes 
Calebe Pereira,294.***.***-73,63,1961-01-04,Pernambuco,8245.33,Ensino Médio,0,Casado,17,Indústria,"Fazenda Rafaela Azevedo, 83",Ipiranga,43116-173,Araújo 
Maria Julia Gomes,913.***.***-20,42,1982-02-19,Roraima,5187.98,Ensino Superior,0,Casado,5,Comércio,Recanto de Melo,Fernão Dias,75755-315,Santos 
Matheus Cavalcanti,805.***.***-01,19,2005-02-18,Pernambuco,2530.23,Ensino Médio,2,Casado,0,Indústria,"Estação Rafaela da Mata, 81",Campo Alegre,19127-434,Campos 
Srta. Heloísa Porto,528.***.***-47,50,1973-11-10,Paraná,7288.74,Ensino Fundamental,0,Casado,25,Tecnologia,"Vale de Teixeira, 21",Vila Nossa Senhora Do Rosário,90803-334,Lima de Minas 
Maitê Correia,680.***.***-40,58,1965-11-26,Bahia,13684.09,Ensino Superior,0,Solteiro,6,Saúde,"Sítio de Ramos, 413",Vila Nova Cachoeirinha 3ª Seção,81390-374,Nascimento 
Ana Carolina da Luz,108.***.***-69,42,1981-09-04,Tocantins,4022.84,Ensino Fundamental,0,Solteiro,10,Educação,"Rodovia Martins, 40",Mangueiras,92808-586,Gonçalves 
Olivia Nunes,721.***.***-90,18,2006-02-27,Mato Grosso,3109.97,Ensino Médio,3,Casado,0,Educação,"Núcleo Peixoto, 67",Cruzeiro,17957-000,Correia 
Gabrielly Monteiro,491.***.***-19,71,1952-10-20,Piauí,1956.29,Ensino Fundamental,2,Casado,43,Indústria,"Estrada de da Luz, 22",Jonas Veiga,60527-688,Dias 
Luiz Gustavo Cardoso,058.***.***-83,25,1999-02-20,Pará,4780.77,Ensino Superior,0,Casado,1,Tecnologia,"Alameda Agatha Araújo, 13",Vila Nova Dos Milionarios,55898-289,Souza 
Dra. Emilly Moreira,476.***.***-34,28,1995-12-08,Mato Grosso,3673.62,Ensino Fundamental,2,Casado,0,Tecnologia,"Aeroporto Marcela Teixeira, 3",Buritis,18628-518,Nascimento 
Pedro Lucas Dias,428.***.***-38,22,2001-05-12,São Paulo,3662.07,Ensino Fundamental,1,Casado,4,Tecnologia,"Recanto de Novaes, 9",Aguas Claras,62965-011,Pires da Serra 
Maria Vitória Lopes,718.***.***-80,37,1987-04-09,Paraíba,4536.05,Ensino Médio,1,Solteiro,19,Saúde,"Vale de Melo, 78",Nova America,01462-924,Pereira 
Sra. Ana Luiza Viana,250.***.***-47,59,1964-08-29,Rio Grande do Norte,5462.84,Ensino Médio,2,Solteiro,24,Educação,"Favela Caroline Ribeiro, 740",Trevo,53620-858,Jesus de Minas 
Srta. Isis da Mota,086.***.***-08,34,1990-03-08,Bahia,14365.67,Pós-graduação,0,Casado,4,Indústria,"Estrada Campos, 99",Copacabana,34127-877,Rodrigues de Goiás 
Mariana Jesus,509.***.***-61,29,1995-04-10,Alagoas,2975.68,Ensino Médio,0,Solteiro,0,Indústria,"Trecho de Rocha, 40",Vila Cemig,18021-859,Pereira 
Srta. Pietra Freitas,538.***.***-00,48,1975-10-27,Minas Gerais,8049.17,Ensino Médio,3,Casado,6,Indústria,"Avenida Viana, 671",Granja De Freitas,95159-189,Barros da Praia 
Cauã Pinto,204.***.***-40,48,1975-07-03,Ceará,12038.22,Ensino Superior,0,Casado,8,Tecnologia,"Passarela Carvalho, 78",Centro,26279-058,Fernandes 
Bruna Peixoto,124.***.***-16,77,1946-11-20,Piauí,5852.43,Ensino Médio,0,Casado,37,Comércio,"Praia Anthony da Mata, 88",São Lucas,46187-139,da Mata de Caldeira 
Valentina da Costa,831.***.***-22,32,1991-07-28,Mato Grosso do Sul,12043.77,Ensino Superior,0,Solteiro,13,Indústria,Condomínio Lucas Moura,Vila Inestan,99961-685,Lopes da Mata 
Maitê Peixoto,713.***.***-32,86,1937-08-02,Minas Gerais,21630.35,Ensino Médio,0,Casado,58,Tecnologia,"Esplanada de Aragão, 314",São Francisco,40746-060,da Mota Paulista 
Marina Pires,573.***.***-70,40,1983-07-08,Bahia,7977.43,Ensino Superior,3,Casado,1,Comércio,"Vale Ryan Moreira, 80",Vila Copacabana,93452-373,das Neves 
Pietra Nunes,938.***.***-82,37,1986-10-05,Minas Gerais,7786.6,Ensino Superior,0,Casado,8,Indústria,"Distrito Sales, 858",Conjunto Floramar,07110-865,da Mata de Goiás 
Ana Duarte,698.***.***-83,24,2000-01-28,Pará,5029.61,Ensino Médio,0,Solteiro,4,Educação,Trevo Juan da Mota,Cabana Do Pai Tomás,66776-056,Teixeira das Flores 
Vicente Duarte,975.***.***-57,23,2001-01-07,Amapá,4703.87,Ensino Médio,0,Casado,5,Comércio,"Recanto Silva, 5",Oeste,88888-315,da Cunha das Pedras 
Danilo Campos,735.***.***-80,22,2002-01-02,Goiás,4678.95,Ensino Médio,1,Casado,2,Tecnologia,"Praia de Nunes, 35",Maria Virgínia,45548-101,da Conceição do Galho 
Fernanda Farias,384.***.***-78,25,1998-05-16,Pará,3474.45,Ensino Médio,1,Solteiro,4,Saúde,Conjunto de Ferreira,Vista Alegre,66681-739,Monteiro da Prata 
Emanuel da Costa,502.***.***-77,29,1994-10-16,Pernambuco,6764.265822019516,Ensino Médio,1,Solteiro,5,Tecnologia,"Distrito Azevedo, 53",São Sebastião,40134-413,Barbosa 
Nina Dias,048.***.***-97,26,1997-09-18,Amazonas,3633.6,Ensino Fundamental,1,Solteiro,6,Educação,Avenida de Barros,Pilar,56714-249,Freitas 
Bruna Moura,062.***.***-35,49,1974-09-06,Mato Grosso do Sul,12586.92,Ensino Médio,1,Solteiro,14,Tecnologia,"Distrito de Fogaça, 7",Carmo,43450-833,Lopes 
Srta. Larissa da Mota,831.***.***-31,51,1972-05-30,Sergipe,12353.17,Ensino Superior,0,Solteiro,3,Tecnologia,"Área Maria Clara Duarte, 71",Lagoa,88863-367,da Cruz do Galho 
